City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
227,srednekolymsk,67.45,153.6833,-7.13,72,37,2.51,RU,1681518568
228,san patricio,28.017,-97.5169,26.05,83,99,6.11,US,1681518568
229,rocha,-34.4833,-54.3333,9.03,81,10,1.48,UY,1681518569
230,lavrentiya,65.5833,-171.0,-14.52,76,5,4.6,RU,1681518569
231,honningsvag,70.9821,25.9704,0.86,55,0,1.54,NO,1681518569
232,hervey bay,-25.2986,152.8535,23.52,61,1,2.53,AU,1681518474
233,biak,-0.9131,122.8766,27.09,74,99,0.43,ID,1681518570
234,knysna,-34.0363,23.0471,12.41,72,3,2.32,ZA,1681518570
235,umm kaddadah,13.6017,26.6876,25.2,12,1,5.7,SD,1681518570
236,zaprudnya,56.5667,37.4333,-0.68,50,97,3.84,RU,1681518571
237,ketchikan,55.3422,-131.6461,7.26,70,100,7.72,US,1681518571
238,ancud,-41.8697,-73.8203,9.13,85,2,2.22,CL,1681518572
239,rawlins,41.7911,-107.2387,1.94,55,20,4.63,US,1681518369
240,beringovskiy,63.05,179.3167,-12.4,81,24,3.28,RU,1681518572
241,petropavlovsk-kamchatskiy,53.0452,158.6483,0.33,100,100,5.0,RU,1681518573
242,kaseda,31.4167,130.3167,19.29,96,100,6.61,JP,1681518453
243,norman wells,65.282,-126.8329,-9.98,67,100,3.09,CA,1681518573
244,guerrero negro,27.9769,-114.0611,16.34,55,8,8.28,MX,1681518573
245,mezhdurechensk,53.6942,88.0603,-5.83,86,100,1.85,RU,1681518574
246,pevek,69.7008,170.3133,-12.91,76,67,6.28,RU,1681518574
247,lannion,48.75,-3.4167,10.01,85,36,0.89,FR,1681518574
248,vernon,50.2581,-119.2691,13.74,31,59,1.79,CA,1681518574
249,barguzin,53.6167,109.6167,-1.44,56,31,2.9,RU,1681518574
250,thompson,55.7435,-97.8558,6.09,45,75,2.06,CA,1681518575
251,richards bay,-28.783,32.0377,19.78,55,100,7.7,ZA,1681518575
252,nerchinskiy zavod,51.3088,119.61,2.77,59,100,0.52,RU,1681518575
253,sassandra,4.95,-6.0833,26.96,85,78,3.19,CI,1681518575
254,komsomolskoye,55.2567,47.5461,-2.53,43,0,7.05,RU,1681518575
255,northam,51.0333,-4.2167,8.12,85,5,3.57,GB,1681518576
256,chapais,49.7834,-74.8492,3.88,89,94,1.89,CA,1681518576
257,falun,60.6036,15.626,1.64,84,100,3.65,SE,1681518576
258,lata,40.1629,-8.3327,11.47,98,94,1.6,PT,1681518576
259,antalaha,-14.9003,50.2788,23.12,92,16,2.38,MG,1681518577
260,chibombo,-14.6569,28.0706,16.85,82,24,2.21,ZM,1681518577
261,requena,39.4883,-1.1004,10.45,64,34,4.04,ES,1681518577
262,nueva concepcion,14.2,-91.3,30.49,53,38,4.25,GT,1681518577
263,tautira,-17.7333,-149.15,26.73,65,43,0.88,PF,1681518577
264,galesong,-5.3166,119.3661,27.01,78,98,3.14,ID,1681518577
265,okhotsk,59.3833,143.3,-3.93,78,99,2.04,RU,1681518578
266,elko,41.0002,-115.5012,10.01,26,97,7.6,US,1681518578
267,bolgar,54.95,49.0667,-1.17,46,0,10.57,RU,1681518578
268,urucui,-7.2294,-44.5561,25.91,71,100,1.17,BR,1681518579
269,kangaatsiaq,68.3065,-53.4641,-3.79,92,6,4.19,GL,1681518579
270,saldanha,-33.0117,17.9442,13.03,74,14,6.91,ZA,1681518579
271,tsiroanomandidy,-18.7667,46.0333,18.14,95,4,0.93,MG,1681518580
272,zhigansk,66.7697,123.3711,-9.98,86,29,2.9,RU,1681518580
273,kembe,4.6228,21.8865,22.11,96,97,0.63,CF,1681518581
274,mehamn,71.0357,27.8492,-1.03,51,0,7.2,NO,1681518581
275,roanoke rapids,36.4615,-77.6542,21.03,100,100,2.57,US,1681518582
276,itapuranga,-15.5622,-49.9486,21.13,88,87,0.83,BR,1681518582
277,baykit,61.67,96.37,-19.36,98,77,1.45,RU,1681518582
278,paka,4.6374,103.4368,25.96,94,20,0.0,MY,1681518582
279,lagoa,39.05,-27.9833,16.53,82,67,6.51,PT,1681518582
280,mar del plata,-38.0023,-57.5575,12.19,82,74,1.03,AR,1681518427
281,longonjo,-12.9067,15.2533,16.94,82,52,1.24,AO,1681518583
282,aden,12.7794,45.0367,27.67,81,2,6.77,YE,1681518583
283,fortuna foothills,32.6578,-114.4119,25.86,25,0,3.6,US,1681518583
284,codrington,-38.2667,141.9667,15.78,89,100,7.9,AU,1681518584
285,tubuala,9.5167,-79.0333,26.13,76,85,5.56,PA,1681518584
286,arraial do cabo,-22.9661,-42.0278,22.9,93,83,2.81,BR,1681518584
287,russell,32.3502,-85.1999,21.78,77,0,0.0,US,1681518585
288,harper,4.375,-7.7169,27.36,82,100,3.78,LR,1681518585
289,kidal,18.4411,1.4078,29.64,10,32,4.83,ML,1681518585
290,fare,-16.7,-151.0167,26.77,74,5,3.48,PF,1681518585
291,pangnirtung,66.1451,-65.7125,-11.39,90,58,2.02,CA,1681518585
292,det udom,14.906,105.0784,28.9,58,35,4.39,TH,1681518586
293,pecos,31.4229,-103.4932,29.58,8,0,6.17,US,1681518586
294,orda,57.1951,56.9091,-4.92,43,0,3.3,RU,1681518586
295,olafsvik,64.8945,-23.7142,4.4,78,10,2.31,IS,1681518586
296,ofaqim,31.3141,34.6203,16.23,66,60,2.18,IL,1681518587
297,skibotn,69.3913,20.2679,-2.92,88,12,6.5,NO,1681518587
298,luce,48.4369,1.4636,8.9,96,98,2.24,FR,1681518587
299,kaeo,-35.1,173.7833,19.62,84,100,8.87,NZ,1681518588
300,karymskoye,51.6167,114.35,0.99,43,32,0.83,RU,1681518588
301,kualakapuas,-3.0091,114.3876,24.94,93,99,0.51,ID,1681518588
302,estacion coahuila,32.1939,-115.0017,25.94,14,0,0.63,MX,1681518588
303,fairbanks,64.8378,-147.7164,3.0,42,40,5.66,US,1681518463
304,alyangula,-13.8483,136.4192,28.56,71,84,5.47,AU,1681518589
305,khorixas,-20.3667,14.9667,23.32,22,51,2.66,NA,1681518589
306,santa marinella,42.0345,11.8536,10.95,87,68,2.23,IT,1681518590
307,srandakan,-7.9386,110.2506,25.07,83,98,1.16,ID,1681518590
308,fort nelson,58.8053,-122.7002,8.77,34,75,3.6,CA,1681518590
309,avera,33.194,-82.5271,20.03,75,69,3.14,US,1681518591
310,moron,-34.6534,-58.6198,16.65,60,8,2.27,AR,1681518591
311,kavaratti,10.5669,72.642,28.74,75,93,2.71,IN,1681518591
